short_description,close_notes,etiqueta
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que hace falta la firma por parte de comprador con el documento nic, se realiza reenvio luzmerydica@hotmail.com por favor indicarle buscar en bandeja de entrada.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Andrea Karina De voz Vargas  C.C. 1143325621  -->> pendiente firma del doucmento nic por comprador, se realiza reenvio.
Carlos Gregorio Florez Jimenez C.C. 72214706. -->> pendiente firma del documento nic por parte de asesor, se realiza reenvio stefanny.porto@constructorabolivar.com
Maria Ines Camargo Delgado C.C. 32736136  -->> pendiente firma de asesor para encargo gerencia@micinmobiliaria.com",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 11/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 11/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos días.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 13/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 14/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 14/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 14/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos días.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 18/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que la base de datos no capturo las firmas de la vinculacion, realizamos ajuste para esta, por favor validar el dia de mañana 16 de enero en davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Como se muestra en la imagen adjunta los documentos se procesaron el dia 9 de enero, realizamos cargue nuevamente y estos estaran disponibles nuevamente el dia de mañana 16 de enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que las base de datos no tomo las firmas del documento nic, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 16 de enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes,
Notamos que la base de datos no capturo la firma del documento nic, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 16 de enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos días.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 18/01/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que la base de datos no captura las firmas para el documento nic, se realiza ajuste para esta vinculacion y los documentos estaraan disponibles el dia de mañana 16 de enero.",0
Error en asignación de Proyecto,"Buen dia.
Se realiza eliminado de usuario por favor intentar volver a crear, que que este desde un inicio pudo ser creado de manera repetida por tal motivo genero el conflicto.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que la base de datos no capturo la firma del documento nic, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 17 de enero.",0
Error documentación cargada incompleta Davibox (Cédula),"Buenas tardes.
Como se muestra en la imagen, los documentos se cargaron con cédula de comprador y este estará disponible el dia de mañana 17 de enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Como se muestra en la imagen adjunta, los documentos se tramitaron el dia de ayer, lo cual al momento deberian de estar en davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos días.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 18/01/2025 en la herramienta de davibox.",0
Error al realizar descarga de reportes,"Buenos días,

La falla reportada se debió a que el formato guardado en la base de datos presentaba un signo } de más, lo cual ocasionaba problemas al momento de realizar la consulta. Además, identificamos que la situación también pudo haberse generado debido a la existencia de documentos duplicados, los cuales requieren un ajuste manual.

Hemos realizado las correcciones necesarias, y ahora el sistema permite consultar con normalidad.

Cabe mencionar que este tipo de casos son muy atípicos, pero seguimos atentos para garantizar que no vuelvan a ocurrir situaciones similares y asegurar el correcto funcionamiento del sistema.",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)",")
Buenos dias.
Notamos que efectivamente el documento no se subio, realizamos cargue de este manualmente y estara disponible mañana 21 de enero, adicionalmente se sube por este medio.

Saludos.
",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se revisa el caso y se observa que los documentos ya fueron firmados completamente el día 2024/11/08 y 2024/11/08, por ende ya la herramienta de davibox los debió tomar.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos días.
Notamos que los documentos se duplicaron en base de datos lo cual ocasionó conflicto al momento de subir los documentos a davibox se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 23 de enero.
",0
SOLICITUD: Eliminación de usuario,"Buenos días.
Viendo la respuesta anterior se procede a cerrar el incidente.",2
SOLICITUD: Eliminación de usuario,"Buen dia.
Por favor radicar un requerimiento ya que lo mencionado no es un incidente tecnico.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que la base de datos no capturo las firmas del encargo, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 24 de enero en davibox.",0
SOLICITUD: Cambio de datos de un proyecto,"Buenos dias.
Por favor radicar requerimiento, ya que lo solicitado no es una falla tecnica.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que los documentos se duplicaron en base de datos lo que ocaciono el conflicto, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 24 de enero.",0
Error en ingreso al aplicativo,"Buen dia.
Se realiza sesion el dia de hoy con usuario afectado y se detecta que la herramienta funciona sin problemas.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.

Notamos que la base de datos no capturo las firmas, se realiza ajuste para esta vinculacion y los documentos estarán disponibles el dia de mañana 25 enero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que la base de datos no tomó las firmas de los compradores, se realiza ajuste para las vinculaciones en el archivo y los documentos estaran disponibles el dia de mañana 25 de enero.",0
SOLICITUD: Eliminación de usuario,"Buen día estimado usuario, le recordamos que por medio de INCs solamente se brinda atención eventos que corresponden a fallas técnicas del servicio, la solicitud a la cual hace referencia corresponde a un REQ, le agradecemos radicarla por el flujo socializado desde el CGR.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Evidenciamos que falta la firma del comprador Andrea Liliana Patino Narvaez c.c 36752733 para el documento nic, se realiza reenvio al correo andrea.liliana.patino@hotmail.com  por favor indicarle buscar en bandeja de entrada.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que los documentos se duplicaron en base de datos, lo cual ocaciono el conflicto, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 5 de febrero en davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.

Notamos que los documentos se duplicaron en base de datos lo que ocasionó el conflicto, se realiza ajuste para esta vinculación y los documentos estaran disponibles el dia de mañana 6 de febrero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que aun falta la firma del comprador Jhoan Manuel Lozano Herrera c.c 1001944203 para el documento nic, se realiza reenvio de este al correo jhoan14lozano@gmail.com por favor indicarle buscar en bandeja de entrada.",0
SOLICITUD: Cambio de datos de un proyecto,"Buenos dias.
Se realiza cambio de codigo a numero 1.",2
SOLICITUD: Cambio de datos de un proyecto,"Buenas tardes.
Se hace la modificación indicada del proyecto, por favor revisar.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que el proceso de firmas culmino el dia de ayer, lo cual hoy 14 de febrero los documentos deberian de estar en laherramienta davibox, en caso de novedad por favor reabriri incidente.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que los documentos se cargaron de manera automática como se muestra en las imagenes adjuntas, realizamos cargue y los documentos estaran disponibles nuevamente en davibox el dia de mañana 18 de febrero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que la herramienta no capturo la firma del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana18 de febrero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Notamos que los documentos se duplicaron en base de datos, se realiza ajuste para esta vinculacion y estos estaran disponibles el dia de mañana 18 de febrero en davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Evidenciamos que los documentos se duplicaron en base de datos, lo cual ocasionó el conflicto, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 19 de febrero.",0
"Error al realizar el envío de documentos para ""Solicitud de Firmas""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Error al realizar el envío de documentos para ""Solicitud de Firmas""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Evidenciamos que el dia de ayer se cargaron los documentos como se muestra en la imagen, se realiza cargue nuevamente para que esten nuevamente disponibles el dia de mañana 21 de febrero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Evidenciamos que la base de datos no capturo las firmas de los compradores, lo cual ocaciono el conflicto, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 21 de febrero",0
"Fallo de envio documentos davibox, no llegaron PDF ni archivos csv","Buenos dias.

Se detecta que la ip a la cual estaba haciendo la conexion no estaba parametrizada en las reglas de firewall, se realiza ajuste y se confirma solucion.",0
Error encargo legalizado a una constructora diferente,"Buen dia.
Notamos que se crearon a la vez dos vinculaciones y hubo cruce de informacion esto pudo ocacionar el conflicto, vemos que es un caso muy extraño agradecemos que si vulelva a pasar nos notifiquen.

Saludos.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes,
Evidenciamos que la base de datos no capturo la firma del documento encargo, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 25 de febrero.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.

Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 26/02/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Evidenciamos que la base de datos no capturo las firmas por tal motivo se ocaciono el conflicto, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 26 de febrero en davibox",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas dia.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 27/02/2025 en la herramienta de davibox.",0
Error encargo legalizado a una constructora diferente,"Se replica el caso al momento de revisar el problema no detectamos algo anormal se hizo la validación de procesos internos al momento de crear la vinculación y no detectamos problemas, dicho esto es un caso muy atípico lo cual creemos que es muy baja la probabilidad de que pase nuevamente.

Agradecemos que si vuelve a pasar nos informen y hacer una meet para replicar el escenario.

Saludos.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Notamos que la etapa de firmas culmino el dia de ayer lo cual para hoy 28 de febrero los documentos deberian de estar en davibox, de no ser asi por favor reabrir incidente.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Evidenciamos que el proceso de firmas culmino el dia de ayer, lo cual para hoy los documentos ya deberia de estar en davibox",0
Error en visualización constructora (Perfil Administrador),"Buen dia.
Se realiza ajuste asignando la constructora correcta desde base de datos, reabrir incidente en caso de novedad.",2
SOLICITUD: Cambio de tipo de vinculación de Aleatorio a Previnculación,"Buenas tardes.
Se realiza el cambio de tipo de vinculación de Aleatorio a Previnculacion, por favor validar.",0
Error no permite realizar el cambio de clave,"Buen dia.
Gracias por la respuesta, en ese caso seria un problema puntual con navegador.",2
"Error al realizar el envío de documentos para ""Solicitud de Firmas""","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",1
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 19/03/2025 en la herramienta de davibox.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Evidenciamos que la base de datos no capturo las firmas del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 22 de marzo.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Evidenciamos que la base de datos no capturo las firmas del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 22 de marzo.",0
Error en ingreso al aplicativo,"Buen dia.
Se realiza eliminacion.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Evidenciamos que la base de datos no capturo las firmas de los compradores, lo cual ocasionó el conflicto, se realiza ajuste para esta vinculación y los documentos estarán disponibles el dia de mañana 26 de marzo.",0
Error en ingreso al aplicativo,"Buen dia.
Notamos que el usuario no estaba creado en one id, se realiza creacion por parte del coordinandor y el asesor logra entrar a la herramienta.",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Notamos que los documentos se duplicaron en base de datos, ya se implemento solucion a partir del 14 de marzo, esta vinculacion fue creada antes de esa fecha.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Notamos que los documentos se duplicaron en base de datos, se realizo ajuste el dia 14 de marzo, esta vinculacion fue creada antes de esta fecha.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Evidenciamos que los documentos se duplicaron en base de datos, se implementa solucion a partir del 14 de marzo, esta vinculacion fue creada antes de esa fecha.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Evidenciamos que la herramienta no capturo las firmas del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles en davibox a partir de mañana 29 de marzo.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia,
Evidenciamos que la base de  datos no capturo la firma del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles a partir de mañana 29 de marzo.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos dias.
Evidenciamos que la base de datos no capturo las firmas, se realiza ajuste para esta vinculacion y los documentos estaran disponibles a partir de mañana 29 de marzo.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Evidenciamos que se duplicaron los documentos en base de datos lo cual ocaciono el conflicto, se implemente solucion a partir del 14 de marzo, esta vinculacion fue creada antes de esa fecha.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen día

Se cargan los documentos al active, estos estarán disponibles el día de mañana 30/03/2025 en la herramienta de davibox.",0
Error en recepción INFORME_LISTAS_RESTRICTIVAS,"Buen dia.

Se estuvo revisando el problema a fondo y detectamos que no se estaban registrando los logs en la base de datos, lo cual estaba insertando valores nulos o vacíos a la base de datos, se tuvo que realizar ajuste a nivel de software para que tome los logs e ingrese valores llenos, con este ajuste no debería de presentar inconveniente a partir del 29 de abril.

Lamentablemente para los archivos anteriores de esta fecha no se pueden recuperar. ya que no se genero información.

Perdon por las molestias causadas con el incidente.",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos días.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 01/04/2025 en la herramienta de davibox.",0
"Error al realizar el envío de documentos para ""Solicitud de Firmas""","Buen dia.
Gracias por la respuesta, en ese caso evidenciamos que el proceso de envio a firmas no se hizo por el asesor.",1
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen día,

la petición se había quedado en un estado inconsistente. Hemos procedido a poner al primer firmante, pendiente para que pueda volver a hacer el proceso y completar la petición correctamente. 

Para facilitar la gestión, adjunto link de firma para que podáis facilitárselo al firmante:

https://qafirmaelectronica.oneid.com.co/sign-page/eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzZXJ2ZXIiOiJodHRwczovL3FhZmlybWFlbGVjdHJvbmljYS5vbmVpZC5jb20uY28vZG9jdW1lbnRzIiwibm90aWZpY2F0aW9uc0FsbG93ZWQiOiJTTVMsRU1BSUwiLCJjb2RlIjoiMkRKNzE3MzY0NjcwMjAxMzlSMzM2IiwiaGlkZUludHJvIjoiZmFsc2UiLCJzZXRDb2RlIjoiMkRKNzE3MzY0NjcwMjAxMzRUNDExIiwicmVjaXBpZW50S2V5IjoiRklSTUFOVEVfeWVNeTVQUVpjd2dkIiwidHlwZSI6Ik1FU1NBR0UiLCJzaWduU2VydmVyIjoiaHR0cHM6Ly9xYWZpcm1hZWxlY3Ryb25pY2Eub25laWQuY29tLmNvL3NpZ24tcGFnZS8iLCJncm91cENvZGUiOiJmaWR1ZGEifQ.G8O_2Vt0pHANwZIqSir8YB1jghGTAoyGUftJB5Mo2OU

Disculpad las molestias ocasionadas

Muchas gracias

Saludos",0
SOLICITUD: Inactivar referencias,"Buenas tardes.
Se inactivan las referencias solicitadas en el archivo adjunto.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Como se muestra en la imagen adjunta, los documentos se procesaron el dia 30 de marzo, realizamos cargue nuevamente de manera manual y estos estaran disponibles a partir de mañana 4 de abril.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buen dia.
Se me informa que de parte de fiduciaria la vinculacion ya se encuentra legalizada y los documentos en davibox sin novedad, no fue necesario hacer nada ya que en validacion la vinculacion si se encuentra legalizada.",0
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dias.
Evidenciamos que los docuentos se duplicaron en base de datos lo cual ocaciono el conflicto, se implementa ajuste a partir del 14 de marzo, esta vinculación fue creada antes de esa fecha. ",0
SOLICITUD: Eliminación usuario duplicado,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Error al generar fideicomiso no registra referencia,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
SOLICITUD: Cambio de datos de un proyecto,"Buen dia.
Se gestiona lo solicitado.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenos dia.
Evidenciamos que la base de datos no capturo la firma del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles el dia de mañana 10 de abril en davibox.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Evidenciamos que la base de datos no capturo la firma del comprador, se realiza ajuste para esta vinculacion y los documentos estaran disponibles en davibox para el dia de mañana 10 de abril.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenas días.
Se revisa el caso y se observa que la base de datos no tomó a firma del encargo, se corre el proceso manual y ya queda ok, estos estarán disponibles el día de mañana 11/04/2025 en la herramienta de davibox.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos días.
Se revisa el caso y se observa que los documentos ya fueron firmados completamente el día 2025/04/09, por ende ya la herramienta de davibox los debió tomar.",0
Error al generar fideicomiso no registra referencia,"Buenos dias.
Realizamos ajuste a nivel de sofware para resolver el incidente, al momento no deberia de estar presentando el inconveniente.

Por favor disculpar las molestias ocacionadas.",2
Error en visualización de pieza de Bienvenida,"Buenas tardes.
Se revisa el caso y se observa que la falla se debió a que en el subproyecto ETAPA 2 del proyecto FIDEICOMISO IKEBANA CONDOMINIO le hacía falta el tipo de contrato como se muestra en la imágen adjunta, se le aplica el tipo de documento de inversión activa y se envía de nuevo el correo con el asunto Firma completada NIC Persona Natural 1006859259 12042025 ya con la información  correspondiente.",1
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenas tardes.
Se cargan los documentos al active, estos estarán disponibles el día de mañana 15/04/2025 en la herramienta de davibox.",0
Error en visualización de datos segundo comprador no autorizado,"Buenas tardes.
Se revisa el caso y se observa que el comprador se duplicó, se hace la eliminación del 2do, por favor realizar la retoma con el siguiente link:
https://vinculacionfidudavivienda.davivienda.com/#/forms/economy_activity/1744566049/0

(Copiar y pegar el link en una pestaña donde la sesión esté activa)",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Como se muestra en la imagen adjunta, notamos que los documentos se subieron el dia 28 de marzo 2025, realizamos cargue nuevamente de estos y estarán disponibles el dia de mañana 16 de abril en davibox.",0
SOLICITUD: Cambio de datos de un proyecto,"Buen dia.
Se atiende lo solicitad, indico que no es una falla tecnologica si no un requerimiento.",2
SOLICITUD: Cambio de datos de un proyecto,"Buenas tardes.
Se realiza el cambio solicitado, por favor validar.",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos días.
Se revisa el caso y se observa que se generaron varios documentos, esto se debe a que el asesor le da varias veces al botón de enviar documentos a firmas, la validación del botón ya se encuentra pero se ha observado que a algunos asesores les va lento ya sea el PC o el internet lo cual les permite realizar esta acción.

Se hace la corrección mediante la base de datos dejando solo los documentos firmados, se corre el callback y estos documentos estarán disponibles el día de mañana 22/04/2025 en la herramienta de davibox.",0
Error al grabar asignación de proyectos,"Buenas tardes.
Se agregan los proyectos indicados al usuario mayra.quirogaconstructorabolivar.com.",2
"Error al avanzar en proceso de vinculación ""El proyecto seleccionado no tiene información bancaria del PA""","Buenas tardes.
Se revisa el caso y se observa que los subproyectos ETAPA 1 y ETAPA 2 del proyecto FIDEICOMISO PORTAL DE LOS CEREZOS VIS les hace falta agregar el valor de Banco como se muestra en la imagen adjunta, por favor agregar este valor.",2
"Error en cargue de documentos al Davibox - Vinculación en estado ""Sin Legalizar"" (Documentación firmada)","Buenas tardes.
Se revisa el caso y se observa que hubo error de callback, se ejecuta este manualmente y se cargan los documentos al active, estos estarán disponibles el día de mañana 23/04/2025 en la herramienta de davibox.",0
Error en asignación de constructora a Asesor de Venta,"Buenas tardes.
Se realiza la eliminación del usuario f.duran@nucleoconstructora.com y se le asigna la constructora Natura Living SAS al indicado, el usuario ya no debería presentar inconvenientes.",2
Error en creación de encargo con mismo número para dos clientes,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos días.
Se revisa el caso y se observa que el callback falló, se corre el proceso manual y queda ok, se cargan los documentos al active, estos estarán disponibles el día de mañana 25/04/2025 en la herramienta de davibox.",0
Error al realizar aportes a encargo fiduciario con ID,"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buenos días.
Se revisa el caso y se observa que hubo error de callback, se corre el proceso manual y queda ok, se cargan los documentos al active, estos estarán disponibles el día de mañana 25/04/2025 en la herramienta de davibox.",0
Error al realizar aportes a encargo fiduciario con ID,"Buenas tardes.
Se revisa el caso y se observa que los documentos se pusieron disponibles el día 2025/01/08, se vuelve a ejecutar el proceso y se cargan los documentos al active, estos estarán disponibles el día de mañana 25/04/2025 en la herramienta de davibox.",0
Lentitud en etapa de validación de identidad,"Buen dia.
Gracias por la respuesta, actualmente nos encontramos realizando pruebas, pero no hemos encontrado novedad alguna, agradezco nos informes cuando ocurra el problema nuevamente.",2
SOLICITUD: Eliminación usuario duplicado,"Buenos días.
Se asigna el proyecto indicado y se realiza la eliminación del duplicado.",2
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Gracias por la respuesta, se procede con el cierre",0
Error documentación cargada incompleta Davibox (Archivos CSV),"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",0
Error documentación cargada incompleta Davibox (Archivos CSV),"Buen dia.
Como se muestra en la imagen los documentos se cargaron el 16 de abril, se cargaron los documentos nuevamente y estos estaran disponibles en davibox el dia de mañana. Agradezco validar.

Quedamos atentos",0
Error en recepción de documentación corresponde a otro cliente,se procede con cierre de indicente.,2
Error al realizar descarga de reportes,"Buen dia.
Fue necesario cambiar la consulta encargada de validar el reporte general, ya que esta podria estar ocasionando el conflicto, se realiza validacion de base de datos y al momento se encuentra estable.

Dicho esto la aplicación está respondiendo de manera correcta, si vuelve a ocurrir por favor reabrir incidente.",0
